abakować,abakuję,abakujesz,abakuje,abakujemy,abakujecie,abakują
rozważać,rozważam,rozważasz,rozważa,rozważamy,rozważacie,rozważają
rozważyć,rozważę,rozważysz,rozważy,rozważymy,rozważycie,rozważą
rozweselać,rozweselam,rozweselasz,rozwesela,rozweselamy,rozweselacie,rozweselają
rozweselać się,rozweselam się,rozweselasz się,rozwesela się,rozweselamy się,rozweselacie się,rozweselają się
rozweselić,rozweselę,rozweselisz,rozweseli,rozweselimy,rozweselicie,rozweselą
rozweselić się,rozweselę się,rozweselisz się,rozweseli się,rozweselimy się,rozweselicie się,rozweselą się
rozwiać,rozwieję,rozwiejesz,rozwieje,rozwiejemy,rozwiejecie,rozwieją
rozwiać się,rozwieję się,rozwiejesz się,rozwieje się,rozwiejemy się,rozwiejecie się,rozwieją się
rozwiązać,rozwiążę,rozwiążesz,rozwiąże,rozwiążemy,rozwiążecie,rozwiążą
rozwiązać się,rozwiążę się,rozwiążesz się,rozwiąże się,rozwiążemy się,rozwiążecie się,rozwiążą się
rozwiązywać,rozwiązuję,rozwiązujesz,rozwiązuje,rozwiązujemy,rozwiązujecie,rozwiązują
rozwiązywać się,rozwiązuję się,rozwiązujesz się,rozwiązuje się,rozwiązujemy się,rozwiązujecie się,rozwiązują się
rozwierać,rozwieram,rozwierasz,rozwiera,rozwieramy,rozwieracie,rozwierają
rozwieszać,rozwieszam,rozwieszasz,rozwiesza,rozwieszamy,rozwieszacie,rozwieszają
rozwiewać,rozwiewam,rozwiewasz,rozwiewa,rozwiewamy,rozwiewacie,rozwiewają
rozwiewać się,rozwiewam się,rozwiewasz się,rozwiewa się,rozwiewamy się,rozwiewacie się,rozwiewają się
rozwijać,rozwijam,rozwijasz,rozwija,rozwijamy,rozwijacie,rozwijają
rozwijać się,rozwijam się,rozwijasz się,rozwija się,rozwijamy się,rozwijacie się,rozwijają się
rozwinąć,rozwinę,rozwniesz,rozwinie,rozwiniemy,rozwiniecie,rozwiną
rozwinąć się,rozwinę się,rozwniesz się,rozwinie się,rozwiniemy się,rozwiniecie się,rozwiną się
rozładować,rozładuję,rozładujesz,rozładuje,rozładujemy,rozładujecie,rozładują
rozładowywać,rozładowuję,rozładowujesz,rozładowuje,rozładowujemy,rozładowujecie,rozładowują
rozłożyć,rozłożę,rozłożysz,rozłoży,rozłożymy,rozłożycie,rozłożą
rozłożyć się,rozłożę się,rozłożysz się,rozłoży się,rozłożymy się,rozłożycie się,rozłożą się
ruchać,rucham,ruchasz,rucha,ruchamy,ruchacie,ruchają
rujnować,rujnuję,rujnujesz,rujnuje,rujnujemy,rujnujecie,rujnują
runąć,runę,runiesz,runie,runiemy,runiecie,runą
rurować,ruruję,rurujesz,ruruje,rurujemy,rurujecie,rurują
ruszać,ruszam,ruszasz,rusza,ruszamy,ruszacie,ruszają
ruszać się,ruszam się,ruszasz się,rusza się,ruszamy się,ruszacie się,ruszają się
ruszyć,ruszę,ruszysz,ruszy,ruszymy,ruszycie,ruszą
ruszyć się,ruszę się,ruszysz się,ruszy się,ruszymy się,ruszycie się,ruszą się
rwać,rwę,rwiesz,rwie,rwiemy,rwiecie,rwą
rwać się,rwę się,rwiesz się,rwie się,rwiemy się,rwiecie się,rwą się
rychtować,rychtuję,rychtujesz,rychtuje,rychtujemy,rychtujecie,rychtują
ryczeć,ryczę,ryczysz,ryczy,ryczymy,ryczycie,ryczą
ryglować,rygluję,ryglujesz,rygluje,ryglujemy,ryglujecie,ryglują
rymować,rymuję,rymujesz,rymuje,rymujemy,rymujecie,rymują
rypać,rypię,rypiesz,rypie,rypiemy,rypiecie,rypią
rysować,rysuję,rysujesz,rysuje,rysujemy,rysujecie,rysują
rysować się,rysuję się,rysujesz się,rysuje się,rysujemy się,rysujecie się,rysują się
rywalizować,rywalizuję,rywalizujesz,rywalizuje,rywalizujemy,rywalizujecie,rywalizują
ryzykować,ryzykuję,ryzykujesz,ryzykuje,ryzykujemy,ryzykujecie,ryzykują
rządzić,rządzę,rządzisz,rządzi,rządzimy,rządzicie,rządzą
rzec,rzekę,rzeczesz,rzecze,rzeczemy,rzeczecie,rzeką
rzępolić,rzępolę,rzępolisz,rzępoli,rzępolimy,rzępolicie,rzępolą
rzeźbić,rzeźbię,rzeźbisz,rzeźbi,rzeźbimy,rzeźbicie,rzeźbią
rżnąć,rżnę,rżniesz,rżnie,rżniemy,rżniecie,rżną
rzucać,rzucam,rzucasz,rzuca,ruzucamy,rzucacie,rzucają
rzucać się,rzucam się,rzucasz się,rzuca się,rzucamy się,rzucacie się,rzucają się
rzucić,rzucę,rzucisz,rzuci,rzucimy,rzucicie,rzucą
rzucić się,rzucę się,rzucisz się,rzuci się,rzucimy się,rzucicie się,rzucą się
rzygać,rzygam,rzygasz,rzyga,rzygamy,rzygacie,rzygają
rzygnąć,rzygnę,rzygniesz,rzygnie,rzygniemy,rzygniecie,rzygną
sabotować,sabotuję,sabotujesz,sabotuje,sabotujemy,sabotujecie,sabotują
sadzić,sadzę,sadzisz,sadzi,sadzimy,sadzicie,sadzą
sądzić,sądzę,sądzisz,sądzi,sądzimy,sądzicie,sądzą
sadzić się,sadzę się,sadzisz się,sadzi się,sadzimy się,sadzicie się,sadzą się
salutować,salutuję,salutujesz,salutuje,salutujemy,salutujecie,salutują
samplować,sampluję,samplujesz,sampluje,samplujemy,samplujecie,samplują
sankcjonować,sankcjonuję,sankcjonujesz,sankcjonuje,sankcjonujemy,sankcjonujecie,sankcjonują
sarkać,sarkam,sarkasz,sarka,sarkamy,sarkacie,sarkają
sarknąć,sarknę,sarkniesz,sarknie,sarkniemy,sarkniecie,sarkną
sąsiadować,sąsiaduję,sąsiadujesz,sąsiaduje,sąsiadujemy,sąsiadujecie,sąsiadują
satysfakcjonować,satysfakcjonuję,satysfakcjonujesz,satysfakcjonuje,satysfakcjonujemy,satysfakcjonujecie,satysfakcjonują
saunować,saunuję,saunujesz,saunuje,saunujemy,saunujecie,saunują
scentralizować,scentralizuję,scentralizujesz,scentralizuje,scentralizujemy,scentralizujecie,scentralizują
scharakteryzować,scharakteryzuję,scharakteryzujesz,scharakteryzuje,scharakteryzujemy,scharakteryzujecie,scharakteryzują
scharakteryzować się,scharakteryzuję się,scharakteryzujesz się,scharakteryzuje się,scharakteryzujemy się,scharakteryzujecie się,scharakteryzują się
schodzić,schodzę,schodzisz,schodzi,schodzimy,schodzicie,schodzą
schować,schowam,schowasz,schowa,schowamy,schowacie,schowają
schować się,schowam się,schowasz się,schowa się,schowamy się,schowacie się,schowają się
schwytać,schwytam,schwytasz,schwyta,schwytamy,schwytacie,schwytają
schylać,schylam,schylasz,schyla,schylamy,schylacie,schylają
schylać się,schylam się,schylasz się,schyla się,schylamy się,schylacie się,schylają się
schylić,schylę,schylisz,schyli,schylimy,schylicie,schylą
schylić się,schylę się,schylisz się,schyli się,schylimy się,schylicie się,schylą się
schładzać,schładzam,schładzasz,schładza,schładzamy,schładzacie,schładzają
schłodzić,schłodzę,schłodzisz,schłodzi,schłodzimy,schłodzicie,schłodzą
ściąć,zetnę,zetniesz,zetnie,zetniemy,zetniecie,zetną
ściągać,ściągam,ściągasz,ściąga,ściągamy,ściągacie,ściągają
ściągać się,ściągam się,ściągasz się,ściąga się,ściągamy się,ściągacie się,ściągają się
ściągnąć,ściągnę,ściągniesz,ściągnie,ściągniemy,ściągniecie,ściągną
ściągnąć się,ściągnę się,ściągniesz się,ściągnie się,ściągniemy się,ściągniecie się,ściągną się
ścielić,ścielę,ścielisz,ścieli,ścielimy,ścielicie,ścielą
ściemniać,ściemniam,ściemniasz,ściemnia,ściemniamy,ściemniacie,ściemniają
ścierać,ścieram,ścierasz,ściera,ścieramy,ścieracie,ścierają
ścierać się,ścieram się,ścierasz się,ściera się,ścieramy się,ścieracie się,ścierają się
ścierpieć,ścierpię,ścierpisz,ścierpi,ścierpimy,ścierpicie,ścierpią
ścieśniać,ścieśniam,ścieśniasz,ścieśnia,ścieśniamy,ścieśniacie,ścieśniają
ścieśnić,ścieśnię,ścieśnisz,ścieśni,ścieśnimy,ścieśnicie,ścieśnią
ścigać,ścigam,ścigasz,ściga,ścigamy,ścigacie,ścigają
ścinać,ścinam,ścinasz,ścina,ścinamy,ścinacie,ścinają
ścinać się,ścinam się,ścinasz się,ścina się,ścinamy się,ścinacie się,ścinają się
ściskać,ściskam,ściskasz,ściska,ściskamy,ściskacie,ściskają
ściskać się,ściskam się,ściskasz się,ściska się,ściskamy się,ściskacie się,ściskają się
ścisnąć,ścisnę,ściśniesz,ściśnie,ściśniemy,ściśniecie,ścisną
ścisnąć się,ścisnę się,ściśniesz się,ściśnie się,ściśniemy się,ściśniecie się,ścisną się
seedować,seeduję,seedujesz,seeduje,seedujemy,seedujecie,seedują
segregować,segreguję,segregujesz,segreguje,segregujemy,segregujecie,segregują
sejmować,sejmuję,sejmujesz,sejmuje,sejmujemy,sejmujecie,sejmują
sekować,sekuję,sekujesz,sekuje,sekujemy,sekujecie,sekują
seksować,seksuję,seksujesz,seksuje,seksujemy,seksujecie,seksują
sępić,sępię,sępisz,sępi,sępimy,sępicie,sępią
seplenić,seplenię,seplenisz,sepleni,seplenimy,seplenicie,seplenią
serfować,serfuję,serfujesz,serfuje,serfujemy,serfujecie,serfują
serwować,serwuję,serwujesz,serwuje,serwujemy,serwujecie,serwują
sfałszować,sfałszuję,sfałszujesz,sfałszuje,sfałszujemy,sfałszujecie,sfałszują
sfinalizować,sfinalizuję,sfinalizujesz,sfinalizuje,sfinalizujemy,sfinalizujecie,sfinalizują
sfinalizować się,sfinalizuję się,sfinalizujesz się,sfinalizuje się,sfinalizujemy się,sfinalizujecie się,sfinalizują się
sfinansować,sfinansuję,sfinansujesz,sfinansuje,sfinansujemy,sfinansujecie,sfinansują
sfinansować się,sfinansuję się,sfinansujesz się,sfinansuje się,sfinansujemy się,sfinansujecie się,sfinansują się
sformatować,sformatuję,sformatujesz,sformatuje,sformatujemy,sformatujecie,sformatują
sformułować,sformułuję,sformułujesz,sformułuje,sformułujemy,sformułujecie,sformułują
siać,sieję,siejesz,sieje,siejemy,siejecie,sieją
siadać,siadam,siadasz,siada,siadamy,siadacie,siadają
siąkać,siąkam,siąkasz,siąka,siąkamy,siąkacie,siąkają
siąść,siądę,siądziesz,siądzie,siądziemy,siądziecie,siądą
siedzieć,siedzę,siedzisz,siedzi,siedzimy,siedzicie,siedzą
sięgać,sięgam,sięgasz,sięga,sięgamy,sięgacie,sięgają
sięgnąć,sięgnę,sięgniesz,sięgnie,sięgniemy,sięgniecie,sięgną
siekać,siekam,siekasz,sieka,siekamy,siekacie,siekają
siekać się,siekam się,siekasz się,sieka się,siekamy się,siekacie się,siekają się
sikać,sikam,sikasz,sika,sikamy,sikacie,sikają
siknąć,siknę,sikniesz,siknie,sikniemy,sikniecie,sikną
siodłać,siodłam,siodłasz,siodła,siodłamy,siodłacie,siodłają
siurać,siuram,siurasz,siura,siuramy,siuracie,siurają
siwieć,siwieję,siwiejesz,siwieje,siwiejemy,siwiejecie,siwieją
skakać,skaczę,skaczesz,skacze,skaczemy,skaczecie,skaczą
skalować,skaluję,skalujesz,skaluje,skalujemy,skalujecie,skalują
skamienieć,skamienieję,skamieniejesz,skamienieje,skamieniejemy,skamieniejecie,skamienieją
skanować,skanuję,skanujesz,skanuje,skanujemy,skanujecie,skanują
skatalogować,skataloguję,skatalogujesz,skataloguje,skatalogujemy,skatalogujecie,skatalogują
skatechizować,skatechizuję,skatechizujesz,skatechizuje,skatechizujemy,skatechizujecie,skatechizują
skazać,skażę,skażesz,skaże,skażemy,skażecie,skażą
skazać się,skażę się,skażesz się,skaże się,skażemy się,skażecie się,skażą się
skazywać,skazuję,skazujesz,skazuje,skazujemy,skazujecie,skazują
skazywać się,skazuję się,skazujesz się,skazuje się,skazujemy się,skazujecie się,skazują się
skibać,skibam,skibasz,skiba,skibamy,skibacie,skibają
skierować,skieruję,skierujesz,skieruje,skierujemy,skierujecie,skierują
skierować się,skieruję się,skierujesz się,skieruje się,skierujemy się,skierujecie się,skierują się
skitrać,skitram,skitrasz,skitra,skitramy,skitracie,skitrają
sklasyfikować,sklasyfikuję,sklasyfikujesz,sklasyfikuje,sklasyfikujemy,sklasyfikujecie,sklasyfikują
sklnić,sklnię,sklnisz,sklni,sklnimy,sklnicie,sklnią
sklupować,sklupuję,sklupujesz,sklupuje,sklupujemy,sklupujecie,sklupują
sknocić,sknocę,sknocisz,sknoci,sknocimy,sknocicie,sknocą
skoczyć,skoczą,skoczysz,skoczy,skoczymy,skoczycie,skoczą
skojarzyć,skojarzę,skojarzysz,skojarzy,skojarzymy,skojarzycie,skojarzą
skojarzyć się,skojarzę się,skojarzysz się,skojarzy się,skojarzymy się,skojarzycie się,skojarzą się
skoligacić,skoligacę,skoligacisz,skoligaci,skoligacimy,skoligacicie,skoligacą
skolonizować,skolonizuję,skolonizujesz,skolonizuje,skolonizujemy,skolonizujecie,skolonizują
skoncentrować,skoncentruję,skoncentrujesz,skoncentruje,skoncentrujemy,skoncentrujecie,skoncentrują
skończyć,skończę,skończysz,skończy,skończymy,skończycie,skończą
skończyć się,skończę się,skończysz się,skończy się,skończymy się,skończycie się,skończą się
skonstruować,skonstruuję,skonstruujesz,skonstruuje,skonstruujemy,skonstruujecie,skonstruują
skonsultować,skonsultuję,skonsultujesz,skonsultuje,skonsultujemy,skonsultujecie,skonsultują
skonsultować się,skonsultuję się,skonsultujesz się,skonsultuje się,skonsultujemy się,skonsultujecie się,skonsultują się
skonsumować,skonsumuję,skonsumujesz,skonsumuje,skonsumujemy,skonsumujecie,skonsumują
skontaktować,skontaktuję,skontaktujesz,skontaktuje,skontaktujemy,skontaktujecie,skontaktują
skonteneryzować,skonteneryzuję,skonteneryzujesz,skonteneryzuje,skonteneryzujemy,skonteneryzujecie,skonteneryzują
skopiować,skopiuję,skopiujesz,skopiuje,skopiujemy,skopiujecie,skopiują
skorodować,skoroduję,skorodujesz,skoroduje,skorodujemy,skorodujecie,skorodują
skorzystać,skorzystam,skorzystasz,skorzysta,skorzystamy,skorzystacie,skorzystają
skosztować,skosztuję,skosztujesz,skosztuje,skosztujemy,skosztujecie,skosztują
skracać,skracam,skracasz,skraca,skracamy,skracacie,skracają
skracać się,skracam się,skracasz się,skraca się,skracamy się,skracacie się,skracają się
skradać się,skradam się,skradasz się,skrada się,skradamy się,skradacie się,skradają się
skrawać,skrawam,skrawasz,skrawa,skrawamy,skrawacie,skrawają
skręcać,skręcam,skręcasz,skręca,skręcamy,skręcacie,skręcają
skręcić,skręcę,skręcisz,skręci,skręcimy,skręcicie,skręcą
skreczować,skreczuję,skreczujesz,skreczuje,skreczujemy,skreczujecie,skreczują
skrewić,skrewię,skrewisz,skrewi,skrewimy,skrewicie,skrewią
skrócić,skrócę,skrócisz,skróci,skrócimy,skrócicie,skrócą
skrócić się,skrócę się,skrócisz się,skróci się,skrócimy się,skrócicie się,skrócą się
skrwawić,skrwawię,skrwawisz,skrwawi,skrwawimy,skrwawicie,skrwawią
skrzywdzić,skrzywdzę,skrzywdzisz,skrzywdzi,skrzywdzimy,skrzywdzicie,skrzywdzą
skrzyżować,skrzyżuję,skrzyżujesz,skrzyżuje,skrzyżujemy,skrzyżujecie,skrzyżują
skuć,skuję,skujesz,skuje,skujemy,skujecie,skują
skupiać,skupiam,skupiasz,skupia,skupiamy,skupiacie,skupiają
skupiać się,skupiam się,skupiasz się,skupia się,skupiamy się,skupiacie się,skupiają się
skupić,skupię,skupisz,skupi,skupimy,skupicie,skupią
skupić się,skupię się,skupisz się,skupi się,skupimy się,skupicie się,skupią się
skutkować,skutkuję,skutkujesz,skutkuje,skutkujemy,skutkujecie,skutkują
skuwać,skuwam,skuwasz,skuwa,skuwamy,skuwacie,skuwają
składać,składam,składasz,składa,składamy,składacie,składają
składać się,składam się,składasz się,składa się,składamy się,składacie się,składają się
składować,składuję,składujesz,składuje,składujemy,składujecie,składują
skłamać,skłamię,skłamiesz,skłamie,skłamiemy,skłamiecie,skłamią
śledzić,śledzę,śledzisz,śledzi,śledzimy,śledzicie,śledzą
ślinić,ślinię,ślinisz,ślini,ślinimy,ślinicie,ślinią
ślizgać się,ślizgam się,ślizgasz się,ślizga się,ślizgamy się,ślizgacie się,ślizgają się
smakować,smakuję,smakujesz,smakuje,smakujemy,smakujecie,smakują
smarować,smaruję,smarujesz,smaruje,smarujemy,smarujecie,smarują
smarować się,smaruję się,smarujesz się,smaruje się,smarujemy się,smarujecie się,smarują się
smażyć,smażę,smażysz,smaży,smażymy,smażycie,smażą
śmiać się,śmieję się,śmiejesz się,śmieje się,śmiejemy się,śmiejecie się,śmieją się
śmiecić,śmiecę,śmiecisz,śmieci,śmiecimy,śmiecicie,śmiecą
śmierdolić,śmierdolę,śmierdolisz,śmierdoli,śmierdolimy,śmierdolicie,śmierdolą
śmierdzieć,śmierdzę,śmierdzisz,śmierdzi,śmierdzimy,śmierdzicie,śmierdzą
śmieszyć,śmieszę,śmieszysz,śmieszy,śmieszymy,śmieszycie,śmieszą
śmigać,śmigam,śmigasz,śmiga,śmigamy,śmigacie,śmigają
smolić,smolę,smolisz,smoli,smolimy,smolicie,smolą
smrodzić,smrodzę,smrodzisz,smrodzi,smrodzimy,smrodzicie,smrodzą
SMS-ować,SMS-uję,SMS-ujesz,SMS-uje,SMS-ujemy,SMS-ujecie,SMS-ują
śniadać,śniadam,śniadasz,śniada,śniadamy,śniadacie,śniadają
śnić,śnię,śnisz,śni,śnimy,śnicie,śnią
śnić się,śnię się,śnisz się,śni się,śnimy się,śnicie się,śnią się
śnieżyć,śnieżę,śnieżysz,śnieży,śnieżymy,śnieżycie,śnieżą
solenizować,solenizuję,solenizujesz,solenizuje,solenizujemy,solenizujecie,solenizują
solić,solę,solisz,soli,solimy,solicie,solą
solwować,solwuję,solwujesz,solwuje,solwujemy,solwujecie,solwują
sortować,sortuję,sortujesz,sortuje,sortujemy,sortujecie,sortują
spać,śpię,śpisz,śpi,śpimy,śpicie,śpią
spacerować,spaceruję,spacerujesz,spaceruje,spacerujemy,spacerujecie,spacerują
spadać,spadam,spadasz,spada,spadamy,spadacie,spadają
spakować,spakuję,spakujesz,spakujesz,spakujemy,spakujecie,spakują
spakować się,spakuję się,spakujesz się,spakujesz się,spakujemy się,spakujecie się,spakują się
spalać,spalam,spalasz,spala,spalamy,spalacie,spalają
spalić,spalę,spalisz,spali,spalimy,spalicie,spalą
sparzyć,sparzę,sparzysz,sparzy,sparzymy,sparzycie,sparzą
spaść,spadnę,spadniesz,spadnie,spadniemy,spadniecie,spadną
spąsowieć,spąsowieję,spąsowiejesz,spąsowieje,spąsowiejemy,spąsowiejecie,spąsowieją
spawać,spawam,spawasz,spawa,spawamy,spawacie,spawają
spędzać,spędzam,spędzasz,spędza,spędzamy,spędzacie,spędzają
spędzić,spędzę,spędzisz,spędzi,spędzimy,spędzicie,spędzą
spękać,spękam,spękasz,spęka,spękamy,spękacie,spękają
spełniać,spełniam,spełniasz,spełnia,spełniamy,spełniacie,spełniają
spiąć,zepnę,zepniesz,zepnie,zepniemy,zepniecie,zepną
spienić się,spienię się,spienisz się,spieni się,spienimy się,spienicie się,spienią się
spieprzać,spieprzam,spieprzasz,spieprza,spieprzamy,spieprzacie,spieprzają
spieprzyć,spieprzę,spieprzysz,spieprzy,spieprzymy,spieprzycie,spieprzą
spierdalać,spierdalam,spierdalasz,spierdala,spierdalamy,spierdalacie,spierdalają
spierdolić,spierdolę,spierdolisz,spierdoli,spierdolimy,spierdolicie,spierdolą
śpieszyć,śpieszę,śpieszysz,śpieszy,śpieszymy,śpieszycie,śpieszą
spieszyć,spieszę,spieszysz,spieszy,spieszymy,spieszycie,spieszą
śpieszyć się,śpieszę się,śpieszysz się,śpieszy się,śpieszymy się,śpieszycie się,śpieszą się
śpiewać,śpiewam,śpiewasz,śpiewa,śpiewamy,śpiewacie,śpiewają
spiskować,spiskuję,spiskujesz,spiskuje,spiskujemy,spiskujecie,spiskują
spisywać,spisuję,spisujesz,spisuje,spisujemy,spisujecie,spisują
spiłować,spiłuję,spiłujesz,spiłuje,spiłujemy,spiłujecie,spiłują
splajtować,splajtuję,splajtujesz,splajtuje,splajtujemy,splajtujecie,splajtują
splatać,splatam,splatasz,splata,splatamy,splatacie,splatają
spodziewać się,spodziewam się,spodziewasz się,spodziewa się,spodziewamy się,spodziewacie się,spodziewają się
spoglądać,spoglądam,spoglądasz,spogląda,spoglądamy,spoglądacie,spoglądają
spojrzeć,spojrzę,spojrzysz,spojrzy,spojrzymy,spojrzycie,spojrzą
spolszczyć,spolszczę,spolszczysz,spolszczy,spolszczymy,spolszczycie,spolszczą
sponiewierać,sponiewieram,sponiewierasz,sponiewiera,sponiewieramy,sponiewieracie,sponiewierają
sponsorować,sponsoruję,sponsorujesz,sponsoruje,sponsorujemy,sponsorujecie,sponsorują
sponsowieć,sponsowieję,sponsowiejesz,sponsowieje,sponsowiejemy,sponsowiejecie,sponsowieją
spopularyzować,spopularyzuję,spopularyzujesz,spopularyzuje,spopularyzujemy,spopularyzujecie,spopularyzują
sportretować,sportretuję,sportretujesz,sportretuje,sportretujemy,sportretujecie,sportretują
